id,ts,strategy,broker,symbol,action,order_type,qty,price,value_usd,fee_usd,pnl_usd,pnl_pct,paper,order_id,notes,lane,won,source,contract_side,forecast_yes_prob,model_prob_gfs,model_prob_ecmwf,weather_mode,forecast_hours_to_resolution
751,2026-06-10T22:39:16.361977-04:00,reconstructed_kalshi,kalshi,KXLOWTBOS-26JUN11-T66,SELL,Limit,27.0,0.85,22.95,0.241,0.0,0.0,0,8920a23d-a1ec-4a46-89bf-156ec56cdf09,reconstructed_from_kalshi_api,lane2,,live_v10,NO,,,,,
750,2026-06-10T22:51:15.460744-04:00,reconstructed_kalshi,kalshi,KXLOWTBOS-26JUN11-T66,BUY,Limit,26.0,0.22,5.72,0.3124,0.0,0.0,0,8b6d8f88-2d97-4af5-bd83-46671d52a7ed,reconstructed_from_kalshi_api,lane2,,live_v10,NO,,,,,
749,2026-06-10T22:51:21.123616-04:00,reconstructed_kalshi,kalshi,KXLOWTBOS-26JUN11-T66,SELL,Limit,26.0,0.84,21.84,0.2447,0.0,0.0,0,ee840a69-d004-40ea-ab23-2d94f91f64f7,reconstructed_from_kalshi_api,lane2,,live_v10,NO,,,,,
748,2026-06-10T23:03:15.243221-04:00,reconstructed_kalshi,kalshi,KXLOWTBOS-26JUN11-T66,BUY,Limit,1.0,0.23,0.23,0.0124,0.0,0.0,0,229898e0-b1a5-4394-8e73-a5da8273b23c,reconstructed_from_kalshi_api,lane2,,live_v10,NO,,,,,
747,2026-06-10T23:03:20.805681-04:00,reconstructed_kalshi,kalshi,KXLOWTBOS-26JUN11-T66,SELL,Limit,1.0,0.81,0.81,0.0108,0.0,0.0,0,54af425c-3261-400b-abe5-b7ede88c5d11,reconstructed_from_kalshi_api,lane2,,live_v10,NO,,,,,
746,2026-06-10T23:15:09.263153-04:00,reconstructed_kalshi,kalshi,KXRAINNYC-26JUN11-T0,BUY,Limit,1.0,0.23,0.23,0.0124,0.0,0.0,0,a3ea42d0-4942-4972-8b34-f5ad63ca86d5,reconstructed_from_kalshi_api,lane2,,live_v10,NO,,,,,
745,2026-06-10T23:15:15.315419-04:00,reconstructed_kalshi,kalshi,KXRAINNYC-26JUN11-T0,SELL,Limit,1.0,0.89,0.89,0.0069,0.0,0.0,0,bfedc50b-1731-48bf-8b37-93f4c062bfba,reconstructed_from_kalshi_api,lane2,,live_v10,NO,,,,,
744,2026-06-11T05:00:47.085988-04:00,reconstructed_kalshi,kalshi,KXLOWTCHI-26JUN11-T66,SELL,Limit,1.0,0.38,0.38,0.0165,0.0,0.0,0,1888e834-70ef-4adb-9453-1417d78d4188,reconstructed_from_kalshi_api,lane2,,live_v10,YES,,,,,
743,2026-06-11T05:06:13.599432-04:00,reconstructed_kalshi,kalshi,KXLOWTCHI-26JUN11-T66,SELL,Limit,8.0,0.0,0.0,0.0,0.0,0.0,0,b2ed7c2d-cfd0-452a-ac73-8ea78f2aa2f8,reconstructed_from_kalshi_api,lane2,,live_v10,YES,,,,,
742,2026-06-11T15:32:20.055301-04:00,reconstructed_kalshi,kalshi,KXHIGHTSFO-26JUN11-T89,SELL,Limit,5.0,0.06999999999999999,0.35,0.0228,0.0,0.0,0,90eaa303-af9d-457c-a5e0-80791ff5cc78,reconstructed_from_kalshi_api,lane2,,live_v10,YES,,,,,
